tmdb_id,title,director,top_cast,genres,release_date,budget
5001,Before Night Falls,Julian Schnabel,"Javier Bardem, Olivier Martinez, Johnny Depp, Andrea Di Stefano, Santiago Magill, John Ortiz, Héctor Babenco, Francisco Gattorno, Marisol Padilla Sánchez, Michael Wincott, Sean Penn, Najwa Nimri, Diego Luna, Diahnne Abbott, Jerzy Skolimowski",Drama,2000-09-03,0
492,Being John Malkovich,Spike Jonze,"John Cusack, Cameron Diaz, John Malkovich, Catherine Keener, Orson Bean, Mary Kay Place, W. Earl Brown, Carlos Jacott, Willie Garson, Byrne Piven, Gregory Sporleder, Charlie Sheen, Reggie Hayes, K.K. Dodds, Judith Wetzell","Comedy, Drama, Fantasy",1999-10-29,13000000
18701,Being Julia,István Szabó,"Annette Bening, Jeremy Irons, Miriam Margolyes, Bruce Greenwood, Michael Gambon, Leigh Lawson, Shaun Evans, Juliet Stevenson, Max Irons, Michael Culkin, Tom Sturridge, Sheila McCarthy, Lucy Punch, Teresa Churcher, Rosemary Harris","Comedy, Drama, Romance",2004-09-03,18000000
71,Billy Elliot,Stephen Daldry,"Jamie Bell, Gary Lewis, Julie Walters, Jean Heywood, Jamie Draven, Stuart Wells, Mike Elliot, Billy Fane, Nicola Blackwell, Carol McGuigan, Joe Renton, Colin MacLachlan, Janine Birkett, Trevor Fox, Charlie Hardwick","Drama, Comedy, Music",2000-09-28,5000000
855,Black Hawk Down,Ridley Scott,"Josh Hartnett, Eric Bana, Ewan McGregor, Tom Sizemore, William Fichtner, Sam Shepard, Jason Isaacs, Ewen Bremner, Orlando Bloom, Tom Hardy, Charlie Hofheimer, Hugh Dancy, Tom Guiry, Brian Van Holt, Steven Ford","Action, War, History",2001-12-28,92000000
1372,Blood Diamond,Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers, Arnold Vosloo, Antony Coleman, Benu Mabhena, Anointing Lukola, David Harewood, Basil Wallace, Jimi Mistry, Michael Sheen, Marius Weyers, Stephen Collins, Ntare Guma Mbaho Mwine","Drama, Thriller, Action",2006-12-08,100000000
4995,Boogie Nights,Paul Thomas Anderson,"Mark Wahlberg, Burt Reynolds, Julianne Moore, John C. Reilly, Heather Graham, Don Cheadle, Philip Seymour Hoffman, William H. Macy, Thomas Jane, Luis Guzmán, Melora Walters, Robert Ridgely, Ricky Jay, Nicole Ari Parker, Alfred Molina",Drama,1997-10-07,15000000
226,Boys Don't Cry,Kimberly Peirce,"Hilary Swank, Chloë Sevigny, Peter Sarsgaard, Brendan Sexton III, Alicia Goranson, Alison Folland, Jeannetta Arnette, Rob Campbell, Matt McGrath, Cheyenne Rushing, Lou Perryman, Paige Carl Griggs, Jerry Haynes, Shana McClendon, Libby Villari","Crime, Drama",1999-09-02,2000000
145,Breaking the Waves,Lars von Trier,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr, Adrian Rawlins, Jonathan Hackett, Sandra Voe, Udo Kier, Mikkel Gaup, Roef Ragas, Robert Robertson, Phil McCall, Desmond Reilly, Sarah Gudgeon, Finlay Welsh","Drama, Romance",1996-07-05,7500000
634,Bridget Jones's Diary,Sharon Maguire,"Renée Zellweger, Colin Firth, Hugh Grant, Jim Broadbent, Gemma Jones, James Callis, Sally Phillips, Shirley Henderson, Embeth Davidtz, Lisa Barbuscia, Celia Imrie, James Faulkner, Charmian May, Paul Brooke, Felicity Montagu","Comedy, Romance, Drama",2001-04-13,25000000
142,Brokeback Mountain,Ang Lee,"Heath Ledger, Jake Gyllenhaal, Michelle Williams, Anne Hathaway, Randy Quaid, Linda Cardellini, Anna Faris, David Harbour, Roberta Maxwell, Kate Mara, Peter McRobbie, Graham Beckel, Mary Liboiron, Scott Michael Campbell, Marty Antonini","Drama, Romance",2005-10-22,14000000
398,Capote,Bennett Miller,"Philip Seymour Hoffman, Catherine Keener, Clifton Collins Jr., Bruce Greenwood, Bob Balaban, Mark Pellegrino, Marshall Bell, Amy Ryan, Bess Meyer, Chris Cooper, Allie Mickelson, Craig Archibald, Bronwen Coleman, Kate Shindle, David Wilson Barnes","Crime, Drama",2005-09-30,7000000
8358,Cast Away,Robert Zemeckis,"Tom Hanks, Helen Hunt, Chris Noth, Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks, Semion Sudarikov, Peter Von Berg, Dmitri S. Boudrine, Nick Searcy, François Duhamel, Michael Forest, Lauren Birkell, Yelena Popovic","Adventure, Drama",2000-12-22,90000000
640,Catch Me If You Can,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin, Chris Ellis, John Finn, Jennifer Garner, Nancy Lenehan, Ellen Pompeo","Drama, Crime",2002-12-16,52000000
666,Central Station,Walter Salles,"Fernanda Montenegro, Vinícius de Oliveira, Marília Pêra, Othon Bastos, Otávio Augusto, Matheus Nachtergaele, Caio Junqueira, Stela Freitas, Maria Menezes, Sergio Kato, Soia Lira, Rita Assemany, Harildo Déda, Gildásio Leite, Nanego Lira",Drama,1998-04-03,2900000
3580,Changeling,Clint Eastwood,"Angelina Jolie, John Malkovich, Jeffrey Donovan, Michael Kelly, Colm Feore, Jason Butler Harner, Amy Ryan, Geoff Pierson, Denis O'Hare, Frank Wood, Peter Gerety, Reed Birney, Gattlin Griffith, Michelle Gunn, Jan Devereaux","Crime, Drama, Mystery",2008-10-24,55000000
6538,Charlie Wilson's War,Mike Nichols,"Tom Hanks, Julia Roberts, Philip Seymour Hoffman, Amy Adams, Emily Blunt, Om Puri, Shiri Appleby, Rachel Nichols, Wynn Everett, Jud Tylor, John Slattery, Erick Avari, Cyia Batten, Denis O'Hare, Ned Beatty","Comedy, Drama, History",2007-12-19,75000000
1574,Chicago,Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere, Queen Latifah, Ekaterina Chtchelkanova, John C. Reilly, Christine Baranski, Lucy Liu, Taye Diggs, Colm Feore, Dominic West, Mya, Deidre Goodwin, Denise Faye, Susan Misner","Comedy, Crime, Drama",2002-12-10,45000000
392,Chocolat,Lasse Hallström,"Juliette Binoche, Judi Dench, Alfred Molina, Lena Olin, Johnny Depp, Hugh O'Conor, Carrie-Anne Moss, John Wood, Peter Stormare, Leslie Caron, Victoire Thivisol, Aurelien Parent Koenig, Ron Cook, Élisabeth Commelin, Antonio Gil","Comedy, Drama, Romance",2000-12-22,25000000
921,Cinderella Man,Ron Howard,"Russell Crowe, Renée Zellweger, Paul Giamatti, Craig Bierko, Paddy Considine, Bruce McGill, David Huband, Connor Price, Ariel Waller, Patrick Louis, Rosemarie DeWitt, Linda Kash, Nicholas Campbell, Gene Pyrz, Chuck Shamata","Romance, Drama, History",2005-06-02,88000000
598,City of God,"Fernando Meirelles, Kátia Lund","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga, Emerson Gomes, Edson Oliveira, Michel Gomes, Roberta Rodrigues, Luis Otávio, Kiko Marques","Drama, Crime",2002-08-30,3300000
2288,Closer,Mike Nichols,"Jude Law, Natalie Portman, Julia Roberts, Clive Owen, Colin Stinton, Nick Hobbs, Steve Benham, Elizabeth Bower, Daniel Dresner, Rrenford Junior Fagan, Antony Gabriel, Michael Haley, Selena Mars, Steve Morphew, Peter Rnic","Drama, Romance",2004-12-03,27000000
2289,Cold Mountain,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone, Kathy Baker, James Gammon, Charlie Hunnam, Jack White, Ethan Suplee","War, History, Adventure, Romance",2003-12-24,79000000
1538,Collateral,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo, Peter Berg, Javier Bardem, Bruce McGill, Klea Scott, Barry Shabaka Henley, Irma P. Hall, Richard T. Jones, Jamie McBride, Troy Blendell, Emilio Rivera, Bodhi Elfman","Drama, Crime, Thriller",2004-08-04,65000000
1640,Crash,Paul Haggis,"Don Cheadle, Sandra Bullock, Brendan Fraser, Matt Dillon, Jennifer Esposito, Michael Peña, Terrence Howard, Thandiwe Newton, Ludacris, Larenz Tate, Ryan Phillippe, Shaun Toub, Bahar Soomekh, Ashlyn Sanchez, Karina Arroyave",Drama,2005-05-06,6500000
25196,Crazy Heart,Scott Cooper,"Jeff Bridges, Maggie Gyllenhaal, Robert Duvall, Colin Farrell, Tom Bower, Paul Herman, Beth Grant, J. Michael Oliva, Brian Gleason, James Keane, Anna Felix, Ryan Bingham, Rick Dial, Debrianna Mansini, Jerry Handy","Drama, Music, Romance",2009-12-16,7000000
146,"Crouching Tiger, Hidden Dragon",Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Sihung, Cheng Pei-Pei, Li Fazeng, Gao Xian, Hai Yan, Wang Deming, Li Li, Huang Suying, Zhang Jinting, Yang Rui, Li Kai","Adventure, Drama, Action, Romance",2000-07-06,17000000
17654,District 9,Neill Blomkamp,"Sharlto Copley, Jason Cope, Nathalie Boltt, Sylvaine Strike, Elizabeth Mkandawie, John Sumner, William Allen Young, Nick Blake, Greg Melvill-Smith, Robert Hobbs, Vanessa Haywood, Morena Busa Sesatsa, Themba Nkosi, Mzwandile Nqoba, Barry Strydom",Science Fiction,2009-08-05,30000000
14359,Doubt,John Patrick Shanley,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond, Audrie Neenan, Susan Blommaert, Carrie Preston, John Costelloe, Lloyd Clay Brown, Joseph Foster, Bridget Megan Clark, Mike Roukis, Frank Shanley, Frank Dolce",Drama,2008-12-12,20000000
1125,Dreamgirls,Bill Condon,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson, Anika Noni Rose, Keith D. Robinson, Sharon Leal, Hinton Battle, Mariah Iman Wilson, Yvette Cason, Ken Page, Ralph Louis Harris, Michael-Leon Wooley, Loretta Devine","Drama, Music",2006-12-25,70000000
2252,Eastern Promises,David Cronenberg,"Viggo Mortensen, Naomi Watts, Vincent Cassel, Armin Mueller-Stahl, Sinéad Cusack, Donald Sumpter, Jerzy Skolimowski, Josef Altin, Aleksandar Mikic, Sarah-Jeanne Labrosse, Lalita Ahmed, Tatiana Maslany, Tereza Srbova, David Papava, Tamer Hassan","Thriller, Crime, Mystery",2007-09-14,51500000
4518,Elizabeth,Shekhar Kapur,"Cate Blanchett, Joseph Fiennes, Geoffrey Rush, Christopher Eccleston, John Gielgud, Richard Attenborough, Fanny Ardant, Éric Cantona, Vincent Cassel, Kathy Burke, Edward Hardwicke, Emily Mortimer, James Frain, Kelly Macdonald, Kenny Doughty","Drama, History",1998-09-13,30000000
4517,Elizabeth: The Golden Age,Shekhar Kapur,"Cate Blanchett, Laurence Fox, Clive Owen, Geoffrey Rush, Tom Hollander, Abbie Cornish, Rhys Ifans, Samantha Morton, Jordi Mollà, Eddie Redmayne, Adrian Scarborough, Adam Godley, Robert Cambrinus, Christian Brassington, David Threlfall","Drama, History, Romance",2007-09-09,55000000
462,Erin Brockovich,Steven Soderbergh,"Julia Roberts, Albert Finney, Aaron Eckhart, Marg Helgenberger, Cherry Jones, Veanne Cox, Conchata Ferrell, Tracey Walter, Peter Coyote, Michael Harney, Scarlett Pomers, Scotty Leavenworth, Gina Gallego, T.J. Thyne, Valente Rodriguez",Drama,2000-03-17,52000000
38,Eternal Sunshine of the Spotless Mind,Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood, Tom Wilkinson, Jane Adams, David Cross, Deirdre O'Connell, Thomas Jay Ryan, Ryan Whitney, Lola Daehler, Debbon Ayer, Gerry Robert Byrne, Brian Price","Science Fiction, Drama, Romance",2004-03-19,20000000
10712,Far from Heaven,Todd Haynes,"Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson, Viola Davis, James Rebhorn, Bette Henritze, Michael Gaston, Ryan Ward, Lindsay Andretta, Jordan Nia Elizabeth, Kyle Timothy Smith, Celia Weston, Barbara Garrick, Olivia Birkelund","Drama, Romance",2002-11-08,13500000
275,Fargo,Joel Coen,"Frances McDormand, William H. Macy, Steve Buscemi, Peter Stormare, Harve Presnell, John Carroll Lynch, Kristin Rudrüd, Bruce Bohne, Steve Reevis, Steve Park, Gary Houston, Sally Wingert, Larissa Kokernot, Melissa Peterman, Tony Denman","Crime, Drama, Thriller",1996-03-08,7000000
866,Finding Neverland,Marc Forster,"Johnny Depp, Kate Winslet, Julie Christie, Dustin Hoffman, Freddie Highmore, Radha Mitchell, Kate Maberly, Joe Prospero, Nick Roud, Luke Spill, Eileen Essell, Ian Hart, Kelly Macdonald, Tim Potter, Toby Jones","Drama, Fantasy",2004-10-29,25000000
1360,Frida,Julie Taymor,"Salma Hayek Pinault, Alfred Molina, Mía Maestro, Patricia Reyes Spíndola, Edward Norton, Antonio Banderas, Diego Luna, Roger Rees, Ashley Judd, Saffron Burrows, Geoffrey Rush, Margarita Sanz, Omar Rodríguez, Lila Downs, Valeria Golino","Drama, Romance",2002-08-29,12000000
11499,Frost/Nixon,Ron Howard,"Frank Langella, Michael Sheen, Kevin Bacon, Rebecca Hall, Toby Jones, Matthew Macfadyen, Oliver Platt, Sam Rockwell, Clint Howard, Patty McCormack, Andy Milder, Kate Jennings Grant, Eloy Casados, Gabriel Jarret, Jim Meskimen","Drama, History",2008-10-15,25000000
10183,Frozen River,Courtney Hunt,"Melissa Leo, Misty Upham, Charlie McDermott, John Canoe, Jay Klaitz, Dylan Carusona, James Reilly, Michael O'Keefe, Mark Boone Junior, Betty Ouyang","Drama, Crime",2008-03-26,1000000
3131,Gangs of New York,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham, Eddie Marsan, Alec McCowen, David Hemmings, Lawrence Gilliard Jr., Cara Seymour","Drama, History, Crime",2002-12-14,100000000
31908,Ghosts of Mississippi,Rob Reiner,"Alec Baldwin, Whoopi Goldberg, James Woods, Craig T. Nelson, Susanna Thompson, Lucas Black, Joseph Tello, Alexa PenaVega, William H. Macy, Lloyd 'Benny' Bennett, Darrell Evers, Yolanda King, James Van Evers, Jerry Levine, Sky Rumph","Drama, History",1996-12-20,30000000
3558,"Girl, Interrupted",James Mangold,"Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy, Elisabeth Moss, Jared Leto, Jeffrey Tambor, Vanessa Redgrave, Whoopi Goldberg, Angela Bettis, Jillian Armenante, Drucie McDaniel, Alison Claire, Christina Myers, Joanna Kerns",Drama,1999-12-21,40000000
98,Gladiator,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen","Action, Drama, Adventure",2000-05-04,103000000
3033,Gods and Monsters,Bill Condon,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich, David Dukes, Kevin J. O'Connor, Mark Kiely, Jack Plotnick, Rosalind Ayres, Jack Betts, Matt McKenzie, Todd Babcock, Cornelia Hayes O'Herlihy, Brandon Kleyla, Pamela Salem",Drama,1998-09-12,10000000
4771,Gone Baby Gone,Ben Affleck,"Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris, John Ashton, Amy Ryan, Amy Madigan, Titus Welliver, Michael Kenneth Williams, Edi Gathegi, Mark Margolis, Madeline O'Brien, George Carroll, Trudi Goodman, Matthew Maher","Crime, Drama, Mystery",2007-09-18,19000000
3291,"Good Night, and Good Luck.",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Ray Wise, Robert John Burke, Reed Diamond, Tate Donovan, Grant Heslov, Tom McCarthy, Matt Ross, Rose Abdoo, Alex Borstein","Drama, History",2005-09-16,7000000
489,Good Will Hunting,Gus Van Sant,"Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård, Minnie Driver, Casey Affleck, Cole Hauser, Vik Sahay, John Mighton, Rachel Majorowski, Colleen McCauley, Matt Mercier, Ralph St. George, Rob Lynds, Dan Washington",Drama,1997-12-05,10000000
5279,Gosford Park,Robert Altman,"Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford, Charles Dance, Geraldine Somerville, Tom Hollander, Natasha Wightman, Jeremy Northam, Bob Balaban, James Wilby, Claudie Blakley, Laurence Fox, Trent Ford, Ryan Phillippe","Drama, Mystery, Thriller",2001-12-26,19800000
7859,Half Nelson,Ryan Fleck,"Ryan Gosling, Shareeka Epps, Anthony Mackie, Jeff Lima, Monique Gabriela Curnen, Tina Holmes, Nathan Corbett, Tyra Kwao-Vovo, Rosemary Ledee, Tristan Mack Wilds, Bryce Silver, Kaela C. Pabon, Erica Rivera, Stephanie Bast, Eleanor Hutchins",Drama,2006-08-11,700000
46992,Hilary and Jackie,Anand Tucker,"Emily Watson, Rachel Griffiths, James Frain, David Morrissey, Charles Dance, Celia Imrie, Rupert Penry-Jones, Bill Paterson, Auriol Evans, Keylee Jade Flanders, Nyree Dawn Porter, Maggie McCarthy, Vernon Dobtcheff, Anthony Smee, Delia Lindsay","Drama, Music",1998-12-30,0
205,Hotel Rwanda,Terry George,"Don Cheadle, Sophie Okonedo, Nick Nolte, Fana Mokoena, Desmond Dube, Hakeem Kae-Kazim, Tony Kgoroge, Cara Seymour, David O'Hara, Joaquin Phoenix, Mosa Kaiser, Mathabo Pieterson, Ofentse Modiselle, Xolani Mali, Rosie Motene","Drama, History, War",2004-12-22,17500000
11093,House of Sand and Fog,Vadim Perelman,"Jennifer Connelly, Ben Kingsley, Ron Eldard, Frances Fisher, Kim Dickens, Shohreh Aghdashloo, Jonathan Ahdout, Navi Rawat, Kia Jam, Carlos Gómez, Jaleh Modjallal, Samira Damavandi, Matthew Simonian, Namrata Singh Gujral, Nasser Faris",Drama,2003-12-19,16500000
10476,Hustle & Flow,Craig Brewer,"Terrence Howard, Anthony Anderson, Taryn Manning, Taraji P. Henson, DJ Qualls, Ludacris, Paula Jai Parker, Elise Neal, Isaac Hayes, Juicy J, William Engram, Bobby Sandimanie, Haystak, Claude Phillips, Josey Scott","Crime, Drama, Music",2005-07-22,8000000
10950,I Am Sam,Jessie Nelson,"Sean Penn, Michelle Pfeiffer, Dianne Wiest, Dakota Fanning, Richard Schiff, Loretta Devine, Marin Hinkle, Laura Dern, Brad Silverman, Joseph Rosenberg, Stanley DeSantis, Doug Hutchison, Bobby Cooper, Mary Steenburgen, Eileen Ryan",Drama,2001-12-28,22000000
3902,I'm Not There,Todd Haynes,"Christian Bale, Cate Blanchett, Marcus Carl Franklin, Richard Gere, Heath Ledger, Ben Whishaw, Charlotte Gainsbourg, David Cross, Bruce Greenwood, Julianne Moore, Michelle Williams, Richie Havens, Peter Friedman, Alison Folland, Yolonda Ross","Drama, Music",2007-10-01,20000000
10806,In & Out,Frank Oz,"Kevin Kline, Joan Cusack, Tom Selleck, Matt Dillon, Debbie Reynolds, Wilford Brimley, Bob Newhart, Gregory Jbara, Shalom Harlow, Shawn Hatosy, Zak Orth, Lauren Ambrose, Deborah Rush, June Squibb, Alice Drummond",Comedy,1997-09-10,35000000
10511,In America,Jim Sheridan,"Samantha Morton, Paddy Considine, Sarah Bolger, Emma Bolger, Djimon Hounsou, David Wike, Michael Sean Tighe, Juan Carlos Hernández, René Millan, Nick Dunning, Frank Wood, Merrina Millsapp, Bernadette Quigley, Adrian Martinez, Des Bishop",Drama,2003-09-22,0
1999,In the Bedroom,Todd Field,"Tom Wilkinson, Sissy Spacek, Nick Stahl, Marisa Tomei, William Mapother, William Wise, Celia Weston, Karen Allen, Frank T. Wells, W. Clapham Murray, Justin Ashforth, Terry A. Burgess, Jonathan Walsh, Diane E. Hamlin, Camden Munson","Drama, Thriller",2001-11-23,1700000
6973,In the Valley of Elah,Paul Haggis,"Tommy Lee Jones, Charlize Theron, Susan Sarandon, Frances Fisher, James Franco, Jonathan Tucker, Jason Patric, Josh Brolin, Wes Chatham, Jake McLaughlin, Mehcad Brooks, Wayne Duvall, Brent Briscoe, Barry Corbin, Greg Serano","History, Drama, Thriller, Crime, Mystery",2007-09-14,23000000
16869,Inglourious Basterds,Quentin Tarantino,"Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B. J. Novak, Omar Doom, August Diehl, Denis Ménochet, Sylvester Groth","Drama, Thriller, War",2009-08-02,70000000
5915,Into the Wild,Sean Penn,"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Brian H. Dierker, Catherine Keener, Vince Vaughn, Kristen Stewart, Hal Holbrook, Thure Lindhardt, Signe Egholm Olsen, Jim Gallien, James J. O'Neill, Malinda McCollum, Paul Knauls","Adventure, Drama",2007-09-21,15000000
22954,Invictus,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie, Sibongile Nojila, Bonnie Mbuli, Shakes Myeko, Louis Minnaar","Drama, History",2009-12-11,60000000
11889,Iris,Richard Eyre,"Kate Winslet, Judi Dench, Jim Broadbent, Hugh Bonneville, Penelope Wilton, Samuel West, Timothy West, Kris Marshall, Juliet Aubrey, Derek Hutchinson, Juliet Howland, Saira Todd, Stephen Marcus, Pauline McLynn, Eleanor Bron","Drama, Romance",2001-12-14,5500000
184,Jackie Brown,Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert De Niro, Bridget Fonda, Michael Keaton, Robert Forster, Michael Bowen, Chris Tucker, LisaGay Hamilton, Tommy Lister Jr., Hattie Winston, Sid Haig, Aimee Graham, Ellis Williams, Tangie Ambrose","Crime, Drama, Thriller",1997-12-25,12000000
9390,Jerry Maguire,Cameron Crowe,"Tom Cruise, Renée Zellweger, Cuba Gooding Jr., Kelly Preston, Jerry O'Connell, Jay Mohr, Regina King, Bonnie Hunt, Jonathan Lipnicki, Todd Louiso, Mark Pellington, Jeremy Suarez, Jared Jussim, Benjamin Kimball Smith, Ingrid Beer","Comedy, Drama, Romance",1996-12-13,50000000
24803,Julie & Julia,Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck, Crystal McCreary, George Bartenieff, Vanessa Ferlito, Casey Wilson, Jillian Bach, Andrew Garman","Romance, Drama",2009-08-06,40000000
1444,Junebug,Phil Morrison,"Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Celia Weston, Scott Wilson, David Kuhn, Alicia Van Couvering, Jerry Minor, Matt Besser, Will Oldham, Frank Hoyt Taylor, Bobby Tisdale, Beth Bostic, Joanne Pankow","Comedy, Drama",2005-08-03,1000000
7326,Juno,Jason Reitman,"Elliot Page, Michael Cera, Jennifer Garner, Jason Bateman, J.K. Simmons, Allison Janney, Olivia Thirlby, Eileen Pedde, Rainn Wilson, Daniel Clark, Darla Fay, Aman Johal, Valerie Tian, Emily Perkins, Kaaren de Zilva","Comedy, Drama, Romance",2007-12-05,7500000
11184,Kinsey,Bill Condon,"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard, Timothy Hutton, John Lithgow, Tim Curry, Oliver Platt, Dylan Baker, Julianne Nicholson, William Sadler, John McMartin, Veronica Cartwright, Kathleen Chalfant, Heather Goldenhersh",Drama,2004-09-04,11000000
2118,L.A. Confidential,Curtis Hanson,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, Kim Basinger, Danny DeVito, David Strathairn, Ron Rifkin, Graham Beckel, Amber Smith, John Mahon, Paul Guilfoyle, Matt McCoy, Paolo Seganti, Simon Baker","Crime, Mystery, Thriller, Drama",1997-09-19,35000000
1407,La Vie en Rose,Olivier Dahan,"Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner, Jean-Paul Rouve, Gérard Depardieu, Clotilde Courau, Jean-Pierre Martins, Catherine Allégret, Marc Barbé, Caroline Silhol, Manon Chevallier, Pauline Burlet, Élisabeth Commelin, André Penvern","Music, Drama",2007-02-14,25000000
1251,Letters from Iwo Jima,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase, Shido Nakamura, Hiroshi Watanabe, Takumi Bando, Yuki Matsuzaki, Takashi Yamaguchi, Eijiro Ozaki, Nae Yuuki, Nobumasa Sakagami, Luke Eberl, Sonny Saito, Steve Santa Sekiyoshi","Action, Drama, War",2006-12-09,19000000
637,Life Is Beautiful,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric, Marisa Paredes, Horst Buchholz, Lidia Alfonsi, Giuliana Lojodice, Amerigo Fontani, Pietro De Silva, Francesco Guzzo, Raffaella Lebboroni, Claudio Alfonsi, Gil Baroni","Comedy, Drama",1997-12-20,20000000
1440,Little Children,Todd Field,"Kate Winslet, Patrick Wilson, Jennifer Connelly, Gregg Edelman, Sadie Goldstein, Ty Simpkins, Noah Emmerich, Jackie Earle Haley, Phyllis Somerville, Helen Carey, Catherine Wolf, Mary B. McCann, Trini Alvarado, Marsha Dietlein, Jane Adams","Drama, Romance",2006-10-06,26000000
773,Little Miss Sunshine,"Jonathan Dayton, Valerie Faris","Greg Kinnear, Toni Collette, Steve Carell, Paul Dano, Abigail Breslin, Alan Arkin, Bryan Cranston, Beth Grant, Wallace Langham, Matt Winston, Julio Oscar Mechoso, Marc Turtletaub, Jill Talley, Brenda Canela, Chuck Loring","Comedy, Drama",2006-07-26,8000000
8545,Little Voice,Mark Herman,"Brenda Blethyn, Michael Caine, Ewan McGregor, Jane Horrocks, Jim Broadbent, Annette Badland, Philip Jackson, Adam Fogerty, Fred Feast, Graham Turner, Dick Van Winkle, Karen Gregory, James Welsh, Alex Norton, Howard Grace","Comedy, Drama, Music",1998-11-05,0
153,Lost in Translation,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata, Take, Ryuichiro Baba, Akira Yamaguchi, Catherine Lambert, François du Bois, Tim Leffman, Gregory Pekar, Richard Allen","Drama, Comedy, Romance",2003-09-18,4000000
334,Magnolia,Paul Thomas Anderson,"Tom Cruise, Philip Baker Hall, Philip Seymour Hoffman, Julianne Moore, William H. Macy, John C. Reilly, Melora Walters, Jeremy Blackman, Jason Robards, Melinda Dillon, Michael Bowen, April Grace, Ricky Jay, Emmanuel Johnson, Pat Healy",Drama,1999-12-17,37000000
436,Maria Full of Grace,Joshua Marston,"Catalina Sandino Moreno, Guilied Lopez, Yenny Paola Vega, Jhon Álex Toro, Virgina Ariza, Rodrigo Sánchez Borhorquez, Charles Albert Patiño, Wilson Guerrero, Johanna Andrea Mora, Evangelina Morales, Jaime Osorio Gómez, Victor Macias, Hugo Ferro, Ana María Acosta, Patricia Rae","Drama, Thriller, Crime",2004-04-02,3000000
